,agency,administering_org,primary_ownership_group,county,activity,category,activity_status,activity_acres,activity_end,shape_Length,shape_Area,source,project_type,activity_description,project_status,activity_start,date_proposed,date_certified,project_acres,fs_unit_name,fs_unit_id,rx_burn_id,gis_acres,rx_consum,pre_con_class,post_con_class,date_approved,date_expired,objective,activity_group,filter_year,department,cost_per_acre,id,Watershed,HUC8,WatershedGroup,category2,category3
835,CNRA,CALFIRE,FEDERAL,Shasta,PILING,Mechanical Fuels Reduction,Active,0.25,2022.0,301.8211679098962,4426.638929288595,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,CALFIRE,,836,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
6807,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,32.95187441,2021.0,1793.519557751221,133351.50459731242,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6808,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
2921,USDA,USFS,Federal,Siskiyou,Thinning-Commercial,Harvest,Complete,546.9860010893095,,11294.920660712003,2215161.225844891,USFS Watershed Improvement Tracking (WIT),,McBride Commercial Thin,,2020.0,,,,SHASTA TRINITY NATIONAL FOREST,0514,,,,,,,,,Commercial Thinning,2020.0,nan,,2922,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6806,,"Joseph Depaul, Duane Helle, Sierra Pacific Industries, State of CA","Joseph Depaul, Duane Helle, Sierra Pacific Industries, State of CA",Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,21.30266792,2020.0,1958.859180595617,86208.83849826873,CAL FIRE Emergency Notices,,2018 Delta Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6807,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
2920,USDA,USFS,Federal,Siskiyou,Fuel Treatment-Chip-Crush,Mechanical Fuels Reduction,Complete,270.11652273217027,,4865.533961391489,1093907.4988429127,USFS Watershed Improvement Tracking (WIT),,FY21 McBride S Unit101 Mastication,,2021.0,,,,SHASTA TRINITY NATIONAL FOREST,0514,,,,,,,,,Fuel Treatment-Chip-Crush,2021.0,nan,,2921,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2901,USDA,USFS,Federal,Siskiyou,Thinning-Commercial,Harvest,Complete,250.14145704659563,,6764.384880673451,1013015.6875842359,USFS Watershed Improvement Tracking (WIT),,051459_2019_McBrideReofferCThin1,,2019.0,,,,SHASTA TRINITY NATIONAL FOREST,0514,,,,,,,,,Commercial Thinning,2019.0,nan,,2902,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6819,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,224.58849773,2022.0,5455.212648186567,908877.404435407,CAL FIRE Emergency Notices,,Delta Fire,,2021.0,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Post-Harvest Reforestation,2022.0,nan,0.0,6820,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6804,,Shasta Cascade Timberlands LLC,Shasta Cascade Timberlands LLC,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,359.8666101,2020.0,16830.374272856974,1456328.5023090255,CAL FIRE Emergency Notices,,2018 Delta Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6805,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6803,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Reforestation After Emergency Notice - Fire, Insect",Reforestation,Complete,230.78576056,2021.0,6791.306160483294,933956.8373250178,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6804,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6802,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,154.28818852,2021.0,4132.773915014098,624382.1466067621,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6803,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6801,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,84.44466034,2021.0,4613.086089496146,341735.4160241379,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6802,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6800,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Reforestation After Emergency Notice - Fire, Insect",Reforestation,Complete,57.75589874,2021.0,3979.94427336426,233729.82975662168,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6801,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6818,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,50.04062954,2021.0,3962.8967395552777,202507.24304533598,CAL FIRE Emergency Notices,,2018 Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6819,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6820,,Herbert Grafton Sr et al,Herbert Grafton Sr et al,Shasta,"Reforestation After Emergency Notice - Financial, Fire",Reforestation,Complete,78.5095771,2021.0,2382.969946396671,317716.98629774834,CAL FIRE Emergency Notices,,,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6821,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5966,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Emergency Notice - Fire,Harvest,Complete,59.02201063,,3651.8008203513136,238853.60278273065,CAL FIRE Emergency Notices,,Hirz Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5967,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6827,,Barbara Reenan,Barbara Reenan,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,43.07439182,2020.0,1675.1679091305862,174315.87916211056,CAL FIRE Emergency Notices,,Delta Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6828,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6845,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Reforestation After Emergency Notice - Fire, Insect, Wind",Reforestation,Complete,153.87958892,2021.0,6202.239287031924,622728.6026963596,CAL FIRE Emergency Notices,,Hirz Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6846,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6840,,Crane Mills,Crane Mills,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,15.80755191,2021.0,1611.7757239939028,63970.892956727315,CAL FIRE Emergency Notices,,Hirz,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6841,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6846,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,45.49387507,2020.0,4292.0974726535005,184107.18051346357,CAL FIRE Emergency Notices,,Hirz Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6847,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5997,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Emergency Notice - Fire,Harvest,Complete,314.9851396,,11699.879040260153,1274699.6351368392,CAL FIRE Emergency Notices,,Delta Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5998,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6876,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,333.391226,2020.0,5113.682708330392,1349186.424115078,CAL FIRE Emergency Notices,,2018 Delta Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6877,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6013,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Emergency Notice - Drought, Fire, Wind, Other",Harvest,Complete,32.71054384,,1974.6387507239185,132374.8744035433,CAL FIRE Emergency Notices,,Hirz Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,6014,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6873,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,314.9851396,2021.0,11699.879040260153,1274699.6351368392,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6874,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5970,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Emergency Notice - Fire,Harvest,Complete,45.49387507,,4292.0974726535005,184107.18051346357,CAL FIRE Emergency Notices,,Hirz Fire,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,5971,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
5969,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Emergency Notice - Fire, Insect, Wind",Harvest,Complete,153.87958892,,6202.239287031924,622728.6026963596,CAL FIRE Emergency Notices,,Hirz Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5970,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6000,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Emergency Notice - Fire,Harvest,Complete,333.391226,,5113.682708330392,1349186.424115078,CAL FIRE Emergency Notices,,2018 Delta Fire,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,6001,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6841,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,14.33922003,2021.0,1435.6430314381075,58028.764665926195,CAL FIRE Emergency Notices,,,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6842,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5968,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Emergency Notice - Fire,Harvest,Complete,267.16409897,,13898.612641265609,1081174.7497471226,CAL FIRE Emergency Notices,,Hirz Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5969,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6880,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Reforestation After Emergency Notice - Fire, Insect, Other",Reforestation,Complete,301.54297096,2021.0,11922.426235810957,1220301.108665936,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6881,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5967,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Emergency Notice - Fire,Harvest,Complete,127.94666965,,4238.540260827542,517781.80180015805,CAL FIRE Emergency Notices,,Hirz Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5968,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6839,,Crane Mills,Crane Mills,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,369.16293367,2020.0,27154.693782734565,1493949.389025734,CAL FIRE Emergency Notices,,2018 Delta & Hirz Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6840,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6838,,Pacific Land and Timber Co,Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,15.82366511,2021.0,1568.2567342622497,64036.10077493655,CAL FIRE Emergency Notices,,Hirz Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6839,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6869,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,221.03259923,2020.0,7084.080421775713,894487.1937602672,CAL FIRE Emergency Notices,,2018 Delta Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6870,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6836,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,302.2465378,2020.0,6564.592658733,1223148.3426437755,CAL FIRE Emergency Notices,,2018 Delta Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6837,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6835,,Douglas Weigand,Douglas Weigand,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,20.03432294,2021.0,1370.4868522987977,81076.02845715178,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6836,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6834,,CA State Lands Commission,CA State Lands Commission,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,240.97522167,2021.0,4813.500164213787,975192.1234345606,CAL FIRE Emergency Notices,,Delta Fire 2018,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6835,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6833,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Reforestation After Emergency Notice - Financial, Fire",Reforestation,Complete,76.45705881,2021.0,2901.6552131772687,309410.73947671213,CAL FIRE Emergency Notices,,,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6834,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5971,,Pacific Land and Timber Co,Pacific Land and Timber Co,Shasta,Emergency Notice - Fire,Harvest,Complete,189.34791791,,12877.164732705969,766263.8376764207,CAL FIRE Emergency Notices,,"Hirz Fire, Delta Fire",,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5972,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6842,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,59.02201063,2022.0,3651.8008203513136,238853.60278273065,CAL FIRE Emergency Notices,,Hirz Fire,,2021.0,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Post-Harvest Reforestation,2022.0,nan,0.0,6843,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6831,,Michael Harrison,Michael Harrison,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,42.90445691,2020.0,1681.9633879193273,173628.17701079207,CAL FIRE Emergency Notices,,2018 Delta Fire,,2019.0,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Post-Harvest Reforestation,2020.0,nan,0.0,6832,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6850,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,"Reforestation After Emergency Notice - Fire, Insect, Wind",Reforestation,Complete,300.91195063,2021.0,9224.921891129954,1217747.4599897615,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6851,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5974,,Sierra Pacific Industries,Sierra Pacific Industries,Shasta,"Emergency Notice - Fire, Insect, Wind",Harvest,Complete,300.91195063,,9224.921891129954,1217747.4599897615,CAL FIRE Emergency Notices,,Delta Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5975,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6851,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,"Reforestation After Emergency Notice - Drought, Fire, Insect, Wind, Other",Reforestation,Complete,374.53950206,2021.0,9081.31737940906,1515707.589363535,CAL FIRE Emergency Notices,,,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6852,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
6849,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,249.66505316,2021.0,10017.9359444611,1010358.623809494,CAL FIRE Emergency Notices,,Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6850,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
5973,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Shasta,Emergency Notice - Fire,Harvest,Complete,249.66505316,,10017.9359444611,1010358.623809494,CAL FIRE Emergency Notices,,Delta Fire,,,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Emergency Notice,2020.0,nan,,5974,Sacramento Headwaters,18020005,Sacramento Headwaters,Harvest,Harvest
6847,,Pacific Land and Timber Co,Pacific Land and Timber Co,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,189.34791791,2021.0,12877.164732705969,766263.8376764207,CAL FIRE Emergency Notices,,"Hirz Fire, Delta Fire",,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6848,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
1153,USDA,USFS,FEDERAL,Siskiyou,PILING,Mechanical Fuels Reduction,Complete,19.0,2022.0,1831.7528850129652,77522.24558053016,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,nan,,1154,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1154,USDA,USFS,PRIVATE_INDUSTRY,Siskiyou,CHAIN_CRUSH,Mechanical Fuels Reduction,Complete,151.0,2022.0,6392.096109124809,611171.1733180709,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Chaining/Crushing,2022.0,nan,,1155,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1155,CNRA,CALFIRE,STATE,Siskiyou,PILING,Mechanical Fuels Reduction,Active,2.0,2022.0,2735.731749413585,165813.82934773952,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,CALFIRE,,1156,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
995,USDA,USFS,FEDERAL,Siskiyou,PILING,Mechanical Fuels Reduction,Complete,4.8,2022.0,841.038997220711,19255.653832752447,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,nan,,996,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
6878,,Shasta Cascade Timberlands LLC,Shasta Cascade Timberlands LLC,Shasta,Reforestation After Emergency Notice - Fire,Reforestation,Complete,150.85452979,2021.0,5293.718052105008,610486.6227087541,CAL FIRE Emergency Notices,,2018 Delta Fire,,2020.0,,,,,,,,,,,2019.0,2020.0,Timber Harvest,Post-Harvest Reforestation,2021.0,nan,0.0,6879,Sacramento Headwaters,18020005,Sacramento Headwaters,Reforestation,Reforestation
829,CNRA,CALFIRE,FEDERAL,Shasta,PILING,Mechanical Fuels Reduction,Active,4.0,2022.0,301.8211679098962,4426.638929288595,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,CALFIRE,,830,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1018,USDA,USFS,FEDERAL,Siskiyou,PILING,Mechanical Fuels Reduction,Complete,2.7,2022.0,465.80834653690414,10765.925651227222,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,nan,,1019,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1019,USDA,USFS,FEDERAL,Siskiyou,PILING,Mechanical Fuels Reduction,Complete,15.0,2022.0,1066.8646584820485,59880.8501565184,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,nan,,1020,Sacramento Headwaters,18020005,Sacramento Headwaters,Mechanical Fuels Reduction,Mechanical Fuels Reduction
